dataset,partition,num_clients,seed,round,client_id,global_gtg_rob,gtg_rob_contribution,global_gtg_adv,gtg_adv_contribution,global_gtg_priv,gtg_priv_contribution,gtg_priv_abs_contribution,accuracy,precision,recall,f1,loss,gtg_loss_contribution,gtg_acc_contribution,global_gtg_loss,global_gtg_acc,acc_contribution
imdb,iid,20,107,10,15,0.6408320069313049,0.0,0.0335195660591125,0.0,0.8400444444444446,0.0,,0.501,0.4985932475884244,1.0,0.6654150462652542,0.687788188457489,0.0,0.0,0.687788188457489,0.501,0.0
imdb,iid,20,107,10,16,0.6408320069313049,0.0,0.0335195660591125,0.0,0.8400444444444446,0.000143917624521,,0.501,0.4985932475884244,1.0,0.6654150462652542,0.687788188457489,0.0,0.0,0.687788188457489,0.501,0.0
imdb,iid,20,107,10,17,0.6408320069313049,0.0,0.0335195660591125,0.0,0.8400444444444446,0.0003597892720306,,0.501,0.4985932475884244,1.0,0.6654150462652542,0.687788188457489,0.0,0.0,0.687788188457489,0.501,0.0
imdb,iid,20,107,10,18,0.6408320069313049,0.0,0.0335195660591125,0.0,0.8400444444444446,0.0004134003831417,,0.501,0.4985932475884244,1.0,0.6654150462652542,0.687788188457489,0.0,0.0,0.687788188457489,0.501,0.0
imdb,iid,20,107,10,19,0.6408320069313049,0.0,0.0335195660591125,-8.178755427091315e-05,0.8400444444444446,0.0,,0.501,0.4985932475884244,1.0,0.6654150462652542,0.687788188457489,0.0,0.0,0.687788188457489,0.501,0.0
imdb,iid,4,107,1,0,0.5988340377807617,0.0,0.0014779567718505,0.0,0.983311111111111,-0.004315925925926,,0.4962,0.4962,1.0,0.663280310118968,0.7343862652778625,0.0097393850485483,-0.00144,0.7343862652778625,0.4962,-0.00144
imdb,iid,4,107,1,1,0.5988340377807617,0.0,0.0014779567718505,0.0,0.983311111111111,-0.0037648148148149,,0.4962,0.4962,1.0,0.663280310118968,0.7343862652778625,0.0,0.0,0.7343862652778625,0.4962,0.0
imdb,iid,4,107,1,2,0.5988340377807617,-0.0195061902205149,0.0014779567718505,0.0,0.983311111111111,0.0,,0.4962,0.4962,1.0,0.663280310118968,0.7343862652778625,0.0,0.0,0.7343862652778625,0.4962,0.0
imdb,iid,4,107,1,3,0.5988340377807617,0.0,0.0014779567718505,0.0,0.983311111111111,-0.0467122222222222,,0.4962,0.4962,1.0,0.663280310118968,0.7343862652778625,0.0,0.0,0.7343862652778625,0.4962,0.0
imdb,iid,4,107,2,0,0.6261600255966187,0.0,0.0155228972434997,0.0,0.8792666666666666,0.0,,0.5008,0.4984930681133213,1.0,0.66532582461786,0.6865197420120239,-0.0139724969863891,0.0017066666666666,0.6865197420120239,0.5008,0.0017066666666666
imdb,iid,4,107,2,1,0.6261600255966187,0.0,0.0155228972434997,0.0,0.8792666666666666,0.0,,0.5008,0.4984930681133213,1.0,0.66532582461786,0.6865197420120239,0.0,0.0,0.6865197420120239,0.5008,0.0
imdb,iid,4,107,2,2,0.6261600255966187,0.0070262749989827,0.0155228972434997,0.0041614790757497,0.8792666666666666,0.0,,0.5008,0.4984930681133213,1.0,0.66532582461786,0.6865197420120239,0.0,0.0,0.6865197420120239,0.5008,0.0
imdb,iid,4,107,2,3,0.6261600255966187,0.0,0.0155228972434997,0.0,0.8792666666666666,0.00729,,0.5008,0.4984930681133213,1.0,0.66532582461786,0.6865197420120239,0.0,0.0,0.6865197420120239,0.5008,0.0
