dataset,partition,num_clients,seed,round,client_id,global_l1o_rob,l1o_rob_contribution,global_l1o_adv,l1o_adv_contribution,global_l1o_priv,l1o_priv_contribution,l1o_priv_abs_contribution,accuracy,precision,recall,f1,loss,l1o_loss_contribution,l1o_acc_contribution,global_l1o_loss,global_l1o_acc,acc_contribution
imdb,noniid,20,42,1,10,0.635514,0.0569659999999999,0.5713237990465714,0.152839510691673,0.9441555555555556,-0.0009333333333332,,0.5128,0.5758865248226951,0.1596539520251671,0.25,0.6919850707054138,0.0003073811531066,-0.009,0.6919850707054138,0.5128,-0.009
imdb,noniid,20,42,1,11,0.635514,0.0415759999999999,0.5713237990465714,0.1147144984240887,0.9441555555555556,-0.0010888888888886,,0.5128,0.5758865248226951,0.1596539520251671,0.25,0.6919850707054138,0.00025475025177,-0.0083999999999999,0.6919850707054138,0.5128,-0.0083999999999999
imdb,noniid,20,42,1,12,0.635514,0.035544,0.5713237990465714,0.100994128716901,0.9441555555555556,-0.0016666666666664,,0.5128,0.5758865248226951,0.1596539520251671,0.25,0.6919850707054138,0.0002927184104919,-0.0065999999999999,0.6919850707054138,0.5128,-0.0065999999999999
imdb,noniid,20,42,1,13,0.635514,0.02327,0.5713237990465714,0.0696626694784651,0.9441555555555556,-0.0007555555555553,,0.5128,0.5758865248226951,0.1596539520251671,0.25,0.6919850707054138,0.0003909468650817,-0.0081999999999999,0.6919850707054138,0.5128,-0.0081999999999999
imdb,noniid,20,42,1,14,0.635514,0.0360559999999999,0.5713237990465714,0.1057812770524365,0.9441555555555556,-0.0008888888888887,,0.5128,0.5758865248226951,0.1596539520251671,0.25,0.6919850707054138,0.0002791881561279,-0.0063999999999999,0.6919850707054138,0.5128,-0.0063999999999999
imdb,noniid,20,42,1,15,0.635514,0.03695,0.5713237990465714,0.1063439677301064,0.9441555555555556,-0.0014222222222222,,0.5128,0.5758865248226951,0.1596539520251671,0.25,0.6919850707054138,0.0002909302711486,-0.007,0.6919850707054138,0.5128,-0.007
imdb,noniid,20,42,1,16,0.635514,0.0319699999999999,0.5713237990465714,0.0922796813995125,0.9441555555555556,-0.0016444444444443,,0.5128,0.5758865248226951,0.1596539520251671,0.25,0.6919850707054138,0.000274658203125,-0.0067999999999999,0.6919850707054138,0.5128,-0.0067999999999999
imdb,noniid,20,42,1,17,0.635514,0.031984,0.5713237990465714,0.0895290215548464,0.9441555555555556,-0.0011777777777777,,0.5128,0.5758865248226951,0.1596539520251671,0.25,0.6919850707054138,0.0002757906913757,-0.0073999999999999,0.6919850707054138,0.5128,-0.0073999999999999
imdb,noniid,20,42,1,18,0.635514,0.024934,0.5713237990465714,0.0761102497093106,0.9441555555555556,-0.0007999999999999,,0.5128,0.5758865248226951,0.1596539520251671,0.25,0.6919850707054138,0.000305950641632,-0.0075999999999999,0.6919850707054138,0.5128,-0.0075999999999999
imdb,noniid,20,42,1,19,0.635514,0.04063,0.5713237990465714,0.1096724228997824,0.9441555555555556,-0.0021999999999997,,0.5128,0.5758865248226951,0.1596539520251671,0.25,0.6919850707054138,0.000258982181549,-0.008,0.6919850707054138,0.5128,-0.008
