dataset,partition,num_clients,seed,round,client_id,global_gtg_rob,gtg_rob_contribution,global_gtg_adv,gtg_adv_contribution,global_gtg_fair,gtg_fair_contribution,global_gtg_priv,gtg_priv_contribution,gtg_priv_abs_contribution,global_gtg_fair_eo,gtg_fair_eo_contribution,gtg_fair_eo_abs_contribution,accuracy,precision,recall,f1,loss,loss_contribution,acc_contribution,global_gtg_loss,global_gtg_acc
cifar,iid,20,123,8,16,0.3905040025711059,0.0,0.1147119341563786,0.0,0.9951395799507672,-0.0002637768770342,0.7371555555555556,0.0,,0.945991855895705,0.0,0.0,0.3858,0.6288684974848012,0.3895917243860947,0.3662559004354175,1.699243187904358,0.0,0.0,1.699243187904358,0.3858
cifar,iid,20,123,8,17,0.3905040025711059,0.0,0.1147119341563786,0.0,0.9951395799507672,0.0,0.7371555555555556,0.0,,0.945991855895705,0.0,0.0,0.3858,0.6288684974848012,0.3895917243860947,0.3662559004354175,1.699243187904358,0.0,0.0,1.699243187904358,0.3858
cifar,iid,20,123,8,18,0.3905040025711059,0.0,0.1147119341563786,0.0,0.9951395799507672,0.0,0.7371555555555556,0.0,,0.945991855895705,0.0,0.0,0.3858,0.6288684974848012,0.3895917243860947,0.3662559004354175,1.699243187904358,0.0,0.0,1.699243187904358,0.3858
cifar,iid,20,123,8,19,0.3905040025711059,0.0,0.1147119341563786,0.0,0.9951395799507672,0.0,0.7371555555555556,0.0,,0.945991855895705,0.0,0.0,0.3858,0.6288684974848012,0.3895917243860947,0.3662559004354175,1.699243187904358,0.0,0.0,1.699243187904358,0.3858
cifar,iid,20,123,9,0,0.3649359941482544,0.0,0.1025865848312143,0.0,0.9955585816791496,0.0,0.5912111111111111,0.0,,0.9492997838374254,0.0,0.0,0.4538,0.6218251398042489,0.4577553787319718,0.4454101179218959,1.499037504196167,0.0,0.0,1.499037504196167,0.4538
cifar,iid,20,123,9,1,0.3649359941482544,0.0,0.1025865848312143,0.0,0.9955585816791496,0.0,0.5912111111111111,0.0,,0.9492997838374254,0.0,0.0,0.4538,0.6218251398042489,0.4577553787319718,0.4454101179218959,1.499037504196167,0.0,0.0081903225806451,1.499037504196167,0.4538
cifar,iid,20,123,9,2,0.3649359941482544,0.0,0.1025865848312143,0.0,0.9955585816791496,0.0,0.5912111111111111,0.0,,0.9492997838374254,0.0,0.0,0.4538,0.6218251398042489,0.4577553787319718,0.4454101179218959,1.499037504196167,0.0,0.0,1.499037504196167,0.4538
cifar,iid,20,123,9,3,0.3649359941482544,0.0,0.1025865848312143,0.0,0.9955585816791496,0.0,0.5912111111111111,0.0033550264550264,,0.9492997838374254,0.0,0.0,0.4538,0.6218251398042489,0.4577553787319718,0.4454101179218959,1.499037504196167,-0.0525726798462541,0.0,1.499037504196167,0.4538
cifar,iid,20,123,9,4,0.3649359941482544,0.0,0.1025865848312143,0.0,0.9955585816791496,0.0,0.5912111111111111,0.0,,0.9492997838374254,0.0,0.0,0.4538,0.6218251398042489,0.4577553787319718,0.4454101179218959,1.499037504196167,0.0,0.0127322580645161,1.499037504196167,0.4538
cifar,iid,20,123,9,5,0.3649359941482544,0.0,0.1025865848312143,0.0,0.9955585816791496,0.0,0.5912111111111111,0.0052471734892787,,0.9492997838374254,0.0,0.0,0.4538,0.6218251398042489,0.4577553787319718,0.4454101179218959,1.499037504196167,-0.0049782885264043,0.0,1.499037504196167,0.4538
cifar,iid,20,123,9,6,0.3649359941482544,0.0,0.1025865848312143,0.0,0.9955585816791496,0.0,0.5912111111111111,-0.0071634642160957,,0.9492997838374254,0.0,0.0,0.4538,0.6218251398042489,0.4577553787319718,0.4454101179218959,1.499037504196167,-0.0451276539123221,0.0168494623655913,1.499037504196167,0.4538
cifar,iid,20,123,9,7,0.3649359941482544,0.0,0.1025865848312143,0.0,0.9955585816791496,0.0,0.5912111111111111,0.0,,0.9492997838374254,0.0005378881737317,0.0005378881737317,0.4538,0.6218251398042489,0.4577553787319718,0.4454101179218959,1.499037504196167,0.0,0.0,1.499037504196167,0.4538
