dataset,partition,num_clients,seed,round,client_id,global_l1o_rob,l1o_rob_contribution,global_l1o_adv,l1o_adv_contribution,global_l1o_fair,l1o_fair_contribution,global_l1o_priv,l1o_priv_contribution,l1o_priv_abs_contribution,global_l1o_fair_eo,l1o_fair_eo_contribution,l1o_fair_eo_abs_contribution,accuracy,precision,recall,f1,loss,loss_contribution,acc_contribution,global_l1o_loss,global_l1o_acc
cifar,iid,20,42,4,4,0.7917860150337219,-0.0047419667243957,0.83203125,-0.0035851883561643,1.0,0.0,0.8766666666666667,0.0553777777777779,,0.9955069497612716,-0.0004406425265424,0.0004406425265424,0.1032,0.2863360067940337,0.1049176165683021,0.0272775659562753,3.2499895095825195,0.0101256370544433,0.0003999999999999,3.2499895095825195,0.1032
cifar,iid,20,42,4,5,0.7917860150337219,-0.0076239705085754,0.83203125,0.0122638081395348,1.0,0.0,0.8766666666666667,0.0197777777777778,,0.9955069497612716,-0.0002124112114406,0.0002124112114406,0.1032,0.2863360067940337,0.1049176165683021,0.0272775659562753,3.2499895095825195,-0.0058419704437255,-0.0006,3.2499895095825195,0.1032
cifar,iid,20,42,4,6,0.7917860150337219,0.0092040300369262,0.83203125,0.0090740515564202,1.0,0.0,0.8766666666666667,0.0007555555555556,,0.9955069497612716,8.429315294389284e-05,8.429315294389284e-05,0.1032,0.2863360067940337,0.1049176165683021,0.0272775659562753,3.2499895095825195,0.0069398880004882,-0.0,3.2499895095825195,0.1032
cifar,iid,20,42,4,7,0.7917860150337219,-0.0107759833335876,0.83203125,-0.015625,1.0,0.0,0.8766666666666667,0.0712888888888889,,0.9955069497612716,-0.000699869898994,0.000699869898994,0.1032,0.2863360067940337,0.1049176165683021,0.0272775659562753,3.2499895095825195,-0.0088188648223876,0.0006,3.2499895095825195,0.1032
cifar,iid,20,42,4,8,0.7917860150337219,-0.0290079712867736,0.83203125,-0.02734375,1.0,0.0,0.8766666666666667,0.0575555555555555,,0.9955069497612716,-0.0006559608637474,0.0006559608637474,0.1032,0.2863360067940337,0.1049176165683021,0.0272775659562753,3.2499895095825195,-0.0107176303863525,0.0006,3.2499895095825195,0.1032
cifar,iid,20,42,4,9,0.7917860150337219,-0.0032419562339782,0.83203125,-0.009765625,1.0,0.0,0.8766666666666667,0.0185444444444444,,0.9955069497612716,-0.0004761291714456,0.0004761291714456,0.1032,0.2863360067940337,0.1049176165683021,0.0272775659562753,3.2499895095825195,0.0145742893218994,0.0003999999999999,3.2499895095825195,0.1032
cifar,iid,20,42,4,10,0.7917860150337219,-0.0189059972763061,0.83203125,-0.0181633025291828,1.0,0.0,0.8766666666666667,0.0354666666666667,,0.9955069497612716,-0.0002614688784999,0.0002614688784999,0.1032,0.2863360067940337,0.1049176165683021,0.0272775659562753,3.2499895095825195,-0.0036160945892333,-0.0003999999999999,3.2499895095825195,0.1032
cifar,iid,20,42,4,11,0.7917860150337219,0.0026860237121582,0.83203125,0.0087302791262136,1.0,0.0,0.8766666666666667,0.0046444444444444,,0.9955069497612716,-0.0004060235969279,0.0004060235969279,0.1032,0.2863360067940337,0.1049176165683021,0.0272775659562753,3.2499895095825195,-0.0088341236114501,-0.0003999999999999,3.2499895095825195,0.1032
cifar,iid,20,42,4,12,0.7917860150337219,0.0130640268325805,0.83203125,-0.0074990826810176,1.0,0.0,0.8766666666666667,0.0530666666666665,,0.9955069497612716,-0.000173727708941,0.000173727708941,0.1032,0.2863360067940337,0.1049176165683021,0.0272775659562753,3.2499895095825195,-0.0015425682067871,-0.0002,3.2499895095825195,0.1032
cifar,iid,20,42,4,13,0.7917860150337219,0.0216919779777526,0.83203125,0.0293233196324951,1.0,0.0,0.8766666666666667,0.0193333333333332,,0.9955069497612716,-0.0001338179716136,0.0001338179716136,0.1032,0.2863360067940337,0.1049176165683021,0.0272775659562753,3.2499895095825195,-0.0043704509735107,-0.0006,3.2499895095825195,0.1032
