dataset,partition,num_clients,seed,weight_metric,round,acc,loss,rel,res,fairDP,fairEO,priv
celebanoniid,noniid,4,42,priv,10,0.8356,0.364802747964859,0.8435159999999999,0.5406893250359024,0.8409909669362756,0.937462710250248,0.89696384
celebanoniid,noniid,4,107,priv,10,0.8402,0.371677428483963,0.914192,0.4070459414425137,0.8895986263499275,0.9861576448449452,0.9602432000000001
celebanoniid,noniid,4,123,priv,10,0.902,0.23266571760177612,0.92866,0.5121951219512195,0.8724764725454837,0.978510114902732,0.9667084799999999
celebanoniid,noniid,4,2025,priv,10,0.9092,0.22319868206977844,0.935546,0.5679718433787946,0.8530268362916378,0.9695886431107792,0.9204736
celebanoniid,noniid,4,9928,priv,10,0.88,0.284808486700058,0.92649,0.42454545454545456,0.8759549620233407,0.983842054494433,0.9249868800000001
celebanoniid,noniid,20,42,priv,10,0.9068,0.25736314058303833,0.893926,0.5024261138067931,0.8364395187295379,0.9657542899723424,0.9364646400000001
celebanoniid,noniid,20,107,priv,10,0.9096,0.24417905509471893,0.91254,0.5184696569920844,0.8295827702216982,0.9580622812247046,0.9519321600000001
celebanoniid,noniid,20,123,priv,10,0.91,0.3007335364818573,0.89397,0.496043956043956,0.8468717009189161,0.9713020441095158,0.9108441599999999
celebanoniid,noniid,20,2025,priv,10,0.8866,0.28115200996398926,0.86344,0.6110985788405143,0.8250173554771421,0.9423704181575636,0.96447232
celebanoniid,noniid,20,9928,priv,10,0.9112,0.24715551733970642,0.940182,0.5201931518876207,0.8518240709171497,0.9784698926604475,0.9452019200000001
celebanoniid,noniid,20,42,res,10,0.902,0.2506426274776459,0.884834,0.629490022172949,0.8266366523030411,0.9524085539984681,0.8945856000000001
celebanoniid,noniid,20,107,res,10,0.9052,0.25020018219947815,0.903176,0.6122403888643393,0.8297437961871352,0.9562370433770226,0.9461593599999998
celebanoniid,noniid,20,123,res,10,0.9066,0.24621230363845825,0.924956,0.6013677476285021,0.8346181178857948,0.9630226553997303,0.93914816
celebanoniid,noniid,20,2025,res,10,0.8764,0.2983246147632599,0.892638,0.6485623003194888,0.8342936012717765,0.941461232887899,0.89014656
celebanoniid,noniid,20,9928,res,10,0.8574,0.3253416121006012,0.86577,0.6468392815488686,0.8245868574879128,0.9272667490244964,0.9313817599999998
