dataset,partition,num_clients,seed,round,client_id,global_l1o_acc,l1o_acc_contribution,global_l1o_adv,l1o_adv_contribution,global_l1o_loss,l1o_loss_contribution,global_l1o_priv,l1o_priv_contribution,global_l1o_rob,l1o_rob_contribution,acc_contribution
imdb,iid,4,107,7,2,0.8776,0.0002,0.420464904284412,-0.0012355744026178,0.2947357594966888,0.0010594129562377,0.7102222222222223,0.0071777777777779,0.741262,1.599999999990498e-05,0.0002
imdb,iid,4,107,7,3,0.8776,0.0028,0.420464904284412,-0.0002026768769963,0.2947357594966888,-0.0009369850158691,0.7102222222222223,0.0225555555555556,0.741262,-0.0005480000000001,0.0028
imdb,iid,4,107,8,0,0.8812,-0.0008,0.4069450748978665,0.0128407665078438,0.2870783507823944,0.003760278224945,0.6534666666666666,-0.0164444444444442,0.737696,0.0015399999999999,-0.0008
imdb,iid,4,107,8,1,0.8812,0.0048,0.4069450748978665,-0.000403167913635,0.2870783507823944,0.0034443438053131,0.6534666666666666,-0.0062000000000002,0.737696,-0.000994,0.0048
imdb,iid,4,107,8,2,0.8812,0.0021999999999999,0.4069450748978665,-0.003976426808618,0.2870783507823944,0.0014306902885437,0.6534666666666666,-0.0034222222222224,0.737696,-0.0005479999999999,0.0021999999999999
imdb,iid,4,107,8,3,0.8812,0.001,0.4069450748978665,-7.890337307303597e-06,0.2870783507823944,-0.0005147457122802,0.6534666666666666,-0.0009555555555553,0.737696,-0.0003779999999999,0.001
imdb,iid,4,107,9,0,0.8838,0.0004,0.3921701742475673,0.0118215213157131,0.2801034152507782,0.0042695701122283,0.7187888888888889,0.0023666666666668,0.734004,-0.000308,0.0004
imdb,iid,4,107,9,1,0.8838,0.0024,0.3921701742475673,0.0002936142294143,0.2801034152507782,0.0034734010696411,0.7187888888888889,0.0165666666666666,0.734004,-0.001804,0.0024
imdb,iid,4,107,9,2,0.8838,0.0004,0.3921701742475673,-0.0044791352385091,0.2801034152507782,0.0016395151615142,0.7187888888888889,0.0041000000000002,0.734004,-0.0008279999999999,0.0004
imdb,iid,4,107,9,3,0.8838,-0.0003999999999999,0.3921701742475673,-0.0016321329227561,0.2801034152507782,-0.000494509935379,0.7187888888888889,-0.0153888888888888,0.734004,-0.0002119999999999,-0.0003999999999999
imdb,iid,4,107,10,0,0.8862,-0.0006,0.3798239675016926,0.0167206747637584,0.2723004817962646,0.004104346036911,0.7057555555555555,-0.0066888888888889,0.730566,0.0015100000000001,-0.0006
imdb,iid,4,107,10,1,0.8862,0.0015999999999999,0.3798239675016926,0.001121729201896,0.2723004817962646,0.0035632252693176,0.7057555555555555,-0.0089333333333332,0.730566,-0.0004259999999999,0.0015999999999999
imdb,iid,4,107,10,2,0.8862,0.0038,0.3798239675016926,-0.0050355066596854,0.2723004817962646,0.0021839439868927,0.7057555555555555,-0.0070666666666667,0.730566,-0.0008719999999999,0.0038
imdb,iid,4,107,10,3,0.8862,-0.0011999999999999,0.3798239675016926,0.0007390001814311,0.2723004817962646,-0.0001333355903625,0.7057555555555555,0.0097777777777776,0.730566,0.000858,-0.0011999999999999
imdb,iid,4,123,1,0,0.8548,0.002,0.5044454843238184,-0.0004794687718663,0.3324159681797027,-0.000837355852127,0.7914222222222222,0.0133666666666667,0.766632,0.0020639999999999,0.002
imdb,iid,4,123,1,1,0.8548,0.0011999999999999,0.5044454843238184,-0.0051608886846163,0.3324159681797027,0.0026526749134063,0.7914222222222222,0.0055777777777776,0.766632,-0.000452,0.0011999999999999
imdb,iid,4,123,1,2,0.8548,0.0021999999999999,0.5044454843238184,0.0052665023862157,0.3324159681797027,0.0022388100624084,0.7914222222222222,0.0044888888888889,0.766632,0.0006539999999999,0.0021999999999999
imdb,iid,4,123,1,3,0.8548,0.0006,0.5044454843238184,0.0001139460423854,0.3324159681797027,0.0007705092430114,0.7914222222222222,0.0021111111111111,0.766632,-0.000954,0.0006
imdb,iid,4,123,2,0,0.861,0.002,0.4799070847851335,-0.0004188756339584,0.318126916885376,0.0007937848567962,0.7366222222222221,-0.0048888888888889,0.757842,-0.0007179999999999,0.002
imdb,iid,4,123,2,1,0.861,0.003,0.4799070847851335,-0.0021441972661485,0.318126916885376,0.0020009875297546,0.7366222222222221,-0.0083555555555556,0.757842,-0.0005979999999999,0.003
imdb,iid,4,123,2,2,0.861,0.0005999999999999,0.4799070847851335,0.0045467872491037,0.318126916885376,0.0012741684913635,0.7366222222222221,0.003222222222222,0.757842,-5.3999999999998494e-05,0.0005999999999999
imdb,iid,4,123,2,3,0.861,0.0025999999999999,0.4799070847851335,-0.0026185442922196,0.318126916885376,0.0020559132099151,0.7366222222222221,0.0108666666666665,0.757842,-0.0004659999999999,0.0025999999999999
imdb,iid,4,123,3,0,0.8644,0.0023999999999999,0.468070337806571,-0.0022312863233593,0.3132172226905823,0.0007657706737518,0.6819777777777776,0.0044222222222218,0.75232,0.000116,0.0023999999999999
imdb,iid,4,123,3,1,0.8644,0.0023999999999999,0.468070337806571,0.0033371591522786,0.3132172226905823,0.0012855529785156,0.6819777777777776,0.004044444444444,0.75232,-0.000684,0.0023999999999999
imdb,iid,4,123,3,2,0.8644,0.0011999999999999,0.468070337806571,0.0060684842384524,0.3132172226905823,0.0010433495044708,0.6819777777777776,0.0082666666666664,0.75232,-0.000114,0.0011999999999999
imdb,iid,4,123,3,3,0.8644,0.0051999999999999,0.468070337806571,-0.0007378558619578,0.3132172226905823,0.0024934709072113,0.6819777777777776,-0.0365333333333335,0.75232,-4.000000000004e-05,0.0051999999999999
imdb,iid,4,123,4,0,0.868,0.0018,0.4529953917050691,0.0020602727948867,0.308512270450592,0.0003796219825744,0.7227222222222223,0.0025444444444444,0.748472,-0.0006399999999999,0.0018
imdb,iid,4,123,4,1,0.868,0.0018,0.4529953917050691,0.004369208375584,0.308512270450592,0.0016623139381408,0.7227222222222223,-0.0063222222222221,0.748472,-0.00034,0.0018
