dataset,partition,num_clients,seed,round,client_id,global_l1o_acc,l1o_acc_contribution,global_l1o_adv,l1o_adv_contribution,global_l1o_fair_eo,l1o_fair_eo_contribution,global_l1o_fair,l1o_fair_contribution,global_l1o_loss,l1o_loss_contribution,global_l1o_priv,l1o_priv_contribution,global_l1o_rob,l1o_rob_contribution,acc_contribution
celeba,iid,4,2025,5,0,,,0.6032194909723733,0.009903518750151,,,,,,,0.8474555555555554,0.0603222222222221,0.941016,0.0054939999999999,
celeba,iid,4,2025,5,1,,,0.6032194909723733,0.0384289150561428,,,,,,,0.8474555555555554,-0.0821222222222224,0.941016,0.0060599999999999,
celeba,iid,4,2025,5,2,,,0.6032194909723733,0.026430660256841,,,,,,,0.8474555555555554,-0.0728111111111111,0.941016,0.0017239999999999,
celeba,iid,4,2025,5,3,,,0.6032194909723733,0.0264469811855093,,,,,,,0.8474555555555554,-0.0833111111111111,0.941016,0.0008859999999999,
celeba,iid,4,2025,6,0,,,0.5759219088937093,-0.0065433688840684,,,,,,,0.7582666666666666,-0.0249111111111111,0.91928,-0.002738,
celeba,iid,4,2025,6,1,,,0.5759219088937093,0.0527344497167008,,,,,,,0.7582666666666666,0.0639333333333334,0.91928,0.001232,
celeba,iid,4,2025,6,2,,,0.5759219088937093,0.0287027158729895,,,,,,,0.7582666666666666,-0.0082777777777778,0.91928,0.0183259999999999,
celeba,iid,4,2025,6,3,,,0.5759219088937093,0.0167213874946217,,,,,,,0.7582666666666666,-0.0088555555555556,0.91928,-0.003394,
celeba,iid,4,2025,7,0,,,0.5534934497816594,0.0082760584773114,,,,,,,0.8710333333333333,0.1262888888888889,0.917382,0.0043739999999999,
celeba,iid,4,2025,7,1,,,0.5534934497816594,0.0494319788705727,,,,,,,0.8710333333333333,0.0255444444444445,0.917382,-0.0013499999999999,
celeba,iid,4,2025,7,2,,,0.5534934497816594,0.0292769255651351,,,,,,,0.8710333333333333,0.0622444444444445,0.917382,0.020896,
celeba,iid,4,2025,7,3,,,0.5534934497816594,0.0223451971226621,,,,,,,0.8710333333333333,0.1319222222222225,0.917382,-0.0030979999999999,
celeba,iid,4,2025,8,0,,,0.522939769515112,0.0114330391633968,,,,,,,0.7974444444444444,0.0044666666666666,0.908406,0.0113160000000001,
celeba,iid,4,2025,8,1,,,0.522939769515112,0.0190079215465667,,,,,,,0.7974444444444444,-0.0044111111111111,0.908406,-0.0225259999999999,
celeba,iid,4,2025,8,2,,,0.522939769515112,0.0631017305569154,,,,,,,0.7974444444444444,0.0617333333333331,0.908406,0.021718,
celeba,iid,4,2025,8,3,,,0.522939769515112,0.0216331493060527,,,,,,,0.7974444444444444,0.1245555555555555,0.908406,0.0177020000000001,
celeba,iid,4,2025,9,0,,,0.5066318764948903,-0.0083161304375187,,,,,,,0.8477555555555556,0.150111111111111,0.91119,0.0108999999999999,
celeba,iid,4,2025,9,1,,,0.5066318764948903,0.0509356739632447,,,,,,,0.8477555555555556,0.0454333333333334,0.91119,0.0080839999999999,
celeba,iid,4,2025,9,2,,,0.5066318764948903,0.075152016599969,,,,,,,0.8477555555555556,0.0199888888888888,0.91119,0.0131679999999999,
celeba,iid,4,2025,9,3,,,0.5066318764948903,-0.0122811669833706,,,,,,,0.8477555555555556,0.0145555555555554,0.91119,-0.011664,
celeba,iid,4,2025,10,0,,,0.4778314310798947,-0.0309901764130262,,,,,,,0.8654222222222223,0.0234222222222224,0.920958,-0.005838,
celeba,iid,4,2025,10,1,,,0.4778314310798947,-0.024233337448686,,,,,,,0.8654222222222223,0.0386333333333335,0.920958,-0.002156,
celeba,iid,4,2025,10,2,,,0.4778314310798947,0.0,,,,,,,0.8654222222222223,0.0713000000000001,0.920958,-7.00000000000145e-05,
celeba,iid,4,2025,10,3,,,0.4778314310798947,-0.0715163950070618,,,,,,,0.8654222222222223,0.0837333333333332,0.920958,-0.0308020000000001,
celeba,iid,4,9928,1,0,0.747,-0.0757999999999999,0.7215528781793842,0.1277269180432636,0.8598114183251329,-0.0238829637679918,0.8184594125566479,-0.0020488477667297,0.472822368144989,-0.0999466478824615,0.8020444444444443,-0.017988888888889,0.831772,-0.016528,-0.0757999999999999
